,text,label
1589,aplikasi brimo gagal total mentok rekam video terima hubung cs wa sampai email tidak solusi daftar ulang ujung mesti kantor bri konsumen sinyal yang masalah aplikasi masalah sulit konsumen pecat it urus brimo ganti pintar,1
1590,login saja susah koneksi internet kuota internet aktif menu aplikasi hilang tidak menu pilih transfer briva dan lain tolong baik,1
1591,tolong baik sinyal full kouta full masak tidak internet terus tulis kalau kayak begini sulit kalau transferr perbaikilaah aplikasi brimo nyaaa secepatnyaaa diupdate kayak gaplek niat tidak aplikasi bikin emosi ae tidak sanggup kelola aplikasi lebih baik hapus permanen ae dari playsore bni bca enak aplikasi aplikasi brimo kyok gatel,1
1592,sudah kali coba login koneksi internet jaring nya bagus bagus saja sudah coba pakai wifi juga tetap tidak bisa jaring wifinya bagus loh download saja bisa login ke brimo nya tidak bisa sih heran banget,1
1593,guna brimo rekomendasi kantor jujur aplikasi sulit nasabah tarik saldo beli transaksi gagal ulang kali hubung jawab mohon maaf baik layan nyaman saldo tarik rp 6500 dalih biaya admin layan,1
1594,nasabah betah aplikasi saja bikin abal2 daftar brimo saja sulit sudah buku rekening foto video susah mati verifikasi banyak bug contoh bank akses mudah lagi kalau sudah rekening tinggal ktp foto saja selesai kalau brimo bertele2 tapi gagal melulu,1
1595,kesel ini aplikasi sebenernya sudah daftar persyrtn pas vidio ganggu tunggu sampai 3 saja ganggu coba hapus apk nya terus donload ini kendala syarat 2 tidak gagal melulu heran,1
1596,gagal proses rekam video 8 detik ulang bbrp kali ttep gagal padahal jaring bagus proses sesuai dengan tunjuk yang ada solusi,1
1597,saya lupa password username saya ikut tunjuk lupa data yang saya masuk tapi tidak bisa notifnya data yang saya masuk salah capek deh sudah coba kali kali tidak bisa,1
1598,tidak bagus2 nya tidak guna login saja koneksi internet putus jelas2 sinyal oke pakai aplikasi lancar tidak recomended deh pakai app buang2,1
1599,puluh kali coba aplikasi yang daftar akun selalu gagal prepikasi wajah saja deh contohin livingnya mandiri yang mudah biarpun signalnya lemah,1
1600,cetak token habis beli pulsa listrik tulis sukses bayar hasil saldo sudah kurang pas kasih masuk token gagal ulang gagal tokennya terus pas pilih menu cetak token saya refresh sudah tunggu menit hitung beli aplikasi beli pulsa listrik,1
1601,sistem tarik tunai aplikasi ribet karena kendala truss login ngeluh aplikasi nihh tolong perintah hormat ubah sistem tarik tunai kartu atm,1
1602,mudah sulit nasabah daftar aplikasi ribet gagal sudah bolak bank bri tangan langsung orang bank hasil gagal tolong baik aplikasi maksa nasabah pakai aplikasi tidak jelass,1
1603,kecewa aplikasi kali coba daftar isi yang arah aplikasi masuk nomor rekening muncul tulis verifikasi kode sikv sia9 maksud tolong mudah daftar terima,1
1604,proses daftar gagal pas rekam video sudah kali kali gagal parah buka rekening tidak atm arah pakai brimo daftar saja tidak payah begini repot,1
1605,tidak aplikasi masuk akun mobile banking bilang koneksi putus tingkat signal layar handphone bagus,1
1606,kenapa login ambil rakaman itu tidak yang muncul cuma layar gelap mohon konfir mas sudah coba tidak butuh apk,1
1607,saja daftar tidak jaman pakai bri kayak tidak cocok daftar saja kaya jama purba sulit ampun bagus bank belah yang sudah canggih lancar jaya primitif banget apk sumpah,1
1608,update tidak masuk tulis koneksi internet stabil sinyal saya 4g internet lancar transaksi saya tunda login akun sm password,1
1609,mudah nasabah akses sulit sudah bikin akun login muncul maaf boleh pakai brimo web banking bri yaelah ribet beda belah daftar langsung pakai bank bri saja sulit,1
1610,daftar brimo bri nomor rekening tera aktif nomor nya aktif tolong baik input data nomor rekening online aplikasi terimakasih,1
1611,salah usaha yang ajar ganggu brimo saran ganti saja tim it yang kepala divisi nya contoh it nya bca ganggu,1
1612,aplikasi tidak ram hp buka aplikasi brimo tidak login tulis gada jaring pakai wifi internet juga pakai simpati data full 25gb tetep saja tulis gada jaring kelaperan sen makan tidak bisa gara aplikasi tidak bisa buka,1
1613,2 brimo ganggu sistem sekali instal minggu kemarin kendala transaksi transfer eror mt99 eror lai moga benah it sistem brimo,1
1614,ganggu top up dana kadang gagal tidak jaring 4g wifi kencang koneksi internet seta masuk pin koneksi internet sedia kacauuuu apk ngeleg terusssssd,1
1615,dimaksilkan aplikasi koreksi servernya murah verivikasi saja 11x sms rekam foto vidio gagal customer servis bank bri bingung,1
1616,kecewa dengan aplikasi transfer bilang jaring uang hilang catat keluar uang yang hilang status bagaimana,1
1617,blokir 1 akun blokir 3x jaring aman user name password aman kalau jaring tidak sih baik operasional app kecewa ubah baik layan masalah apa baik sibuk fitur fitur sulit nasabah sudah bikin fitur mohon tindak lanjut baik nyaman nasabah terimakasih,1
1618,tidak daftar suruh ulang ulang bikin vidio hasil gagal bagaimana ini aplkasi sudah tidak kartu atm suruh brimo gagal sudah rekam vidio sesuai prosedur saja gagal,1
1619,ngaktipin brimo ganggu minggu blokir hapus baik kemarin tanggal 09 oktober 2022 dapat wa bri bikin brimo pakai ribet bank coba daftar error melulu,1
1620,ganggu jaring login error offline cepat potong mantap tahan nasabah pindah bank,1
1621,update logout transaksi tanda merah pdahal sinyal pas bagus baik customer rugi transaksi brimo,1
1622,baru aplikasi susah akses jaring masuk keluaraplikasi jaring jelek buka youtube lancar jaya tolong baik tambah bintang terimakasih,1
1623,sesi video bilang koneksi internet buruk sinyal bagus gilir ulang pas masuk nomer rekening transaksi gagal,1
1624,verifikasi video 8 detik nya error koneksi pakai internet bagus cobain kali kali gmna sih aplikasi uninstall saja kali iya,1
1625,applikasi kacau sudah masuk data hasil 2 applikasi yang jengkel alas usaha bri 6 daerah garut sedia kartu atm habis habis sudah 6 layan karyawan bri saran unduh applikasi jelek cari tanggal tahun lahir harus tekan tombol nya ribu kali hadeuh capeeee saya,1
1626,ko ribet yah update sistem digitalisasi daftar brimo gagal masuk 2 rekening saja susah ketemu cs sudah ketemu cs tidak hasil karena buku tabung atm bri sedia atm ribet,1
1627,cek saldo error sebentar nominal ubah coba tranfer nama terima beda terus an brimo update baik goodbye males pakai transaksi aman error,1
1628,yang aplikasi yang masuk verifikasi vidio 8 bantu nyaman sesuai butuh,1
1629,berkali2 rekam wajah 8 detik gagal sesuai arah mohon tindak lanjut nyaman guna aplikasi,1
1630,sulit daftar saja bnyaaaaak verifikasi pas sudah tarik tunai kartu susah gagal asa kejar laku kode 5mnit belum antri atm mesti ganti eh pas gilir habis coba gagal melulu,1
1631,sbelum update milik kendala rekam video koneksi internet lancar koneksi internet update daftar ulang gagal masuk nomor rekening kerja bumn mudah langgan buruk,1
1632,update tidak pakai henti aplikasi mohon baik langgan kecewa ini bri kamu aplikasi masalah kasihan yang hp tidak canggih,1
1633,bagaimana sih akun tb tb blokir klik lupa pasword sudah disms diksih link pas buka linknya eror sudah ulang dari saja linknya eror jaring bagus pulsa msalahnya si aneh banget asli,1
1634,aplikasi eror tdak login id di blokir aplikasi transfer eeeeh aplikasi eror bantu baik iya kasih bintang 5,1
1635,aplikasi bank tidak unggah video saja gagal sinyal alas kendala sinyal apk stok atm britama 6 tidak situ niat tidak buka bank bank stok atm ready nasabah yang tel kartu atm sampah,1
1636,buruk sistem aplikasi kecewa intinyaa aplikasi kecewa layan bank bri daerah daerah toru nge cek uang orang wakil yang mjnta tolong sakit lumpuh bawa bank langsung kecewa bank bri pokok,1
1637,shic sya masuk otp yang ttap tidak bisah masuk sudah kali ttap tidak bisah masuk kode nya lok masah tidak bisah masuk aplikasi bagus bagaimana shic,1
1638,apk nya pandai bikin tidak sih mohon jawab daftar susah mudah masyarakat yah sulit 10x video ambil wajah juga bicara saat video juga saja tidak mudah masyarakat bapak mentribumn,1
1639,normal m bangking lancar mudah cepat transaksi aplikasi henti tidak pindah bank uang sulit,1
1640,tahu solusi mohon bantu pinjam uang sudah masuk buku tabung sudah daftar bri mau tapi isi saldo mohon informasi tahu,1
1641,netizen bisa kyc rekam wajah kyc fungsi layar hitam kamera fungsi camera hp fungsi terang pada bri,1
1642,yang kartu atmnya hilang kartu yang bank cabang sedia pin isi siang sore masoh login bantu bank mohon baik aplikasi uang tunggu besok komplain buang,1
1643,sya pikir sya saja yang kendala dalam aplikasi brimo bnyak tahu begini lebih baik tidak instal klu ujung nya tidak tidak solusi instal aplikasi sudah bolak nanyain atm bank dekat jawab selalu kosong buka rekening klu tidak atmnya instal brimo tidak transaksi jadi ribetttt terima kasih bri sudah bikin ribet nasabah,1
1644,apk bagaimana verifikasi email tidak bisa gimana sih kode otp sudah gilir isi kode otp acak bilang salah pas isi otp tidak apk nya sih bri mau apk jangn sedia fitur nya biar langsung atm mohon jelas,1
1645,daftar data aju gagal daftar coba hubung whatshapp bri tapi tanggap live chat kecewa,1
1646,gagal verifikasi wajah 8 detik tingkat apps nya kalau layak,1
1647,dari bikin rekening smpe skrng sudah 1bulan verifikasi video gagal terus pakai jaring data wifi barusan update malah pas masuk nomor rekening transaksi gagal trdpat kode bagaimana kasih bintang 5 kalau mudah bikin ribet tolong baik verifikasi video lebih baik verifikasi wajah saja biar gampang simpel,1
1648,aplikasi layak daftar gagal rekam video jaring yang stabil,1
1649,aplikasi tidak daftarnnya ribet online gagal bank langsung dipake transaksi bodoh tidak menu yang dipake,1
1650,4 kali gagal rekam nya aplikasi bikin mudah bikin sulit 8 detik ikutin arah gagal gagal tunggu malam besok kalau begini mh lebih baik pakai atm saja pakai aplikasi bikin ribet begini mh nya aplikasi mudah bikin sulit,1
1651,download karena daftar hasil milik rekening pakai tranper isi masuk tranper operator layan sabrina bodoh tidak guna,1
1652,data gilir ambil video tidal lanjut koneksi internet video seprti suruh isi data ferivikasi gagal,1
1653,bagus payah aplikasi baik kali kena ganggu mudah nama sulit orang,1
1654,ini kenapa password sudah ganti tetep g log in kmaren suruh ganti password pas dibalikin g blokir kmaren2 aman jadi susah aplikasi nya,1
1655,opsi lupa pasword pasu data terang brimo kode otp kirim pesan masuk kak kali coba tetep saja tidak masuk sms otp nya pulsa 35rb,1
1656,kali kali coba daptar brimo tapi rekam wajah 8detik gagal koneksi internet jaring internet bagus keluarga gagal daptar brimo kendala solusi kalau brimo pakai buka rekening pindah buka rekening bank parah parah parah parah layan bri muas,1
1657,minggu transfer tidak tampil bukti transfer discreenshoot cek diaktifitas logout sendiri bukti tf untk bisnis baru trnyata saja,1
1658,mudah sulit regrestasi gagal pemberitahuan notif urus atm ketelen sus daerah semarang kartu habis suruh download app brimo sulit ulang ulang kali coba gagal,1
1659,aplikasi tidak bank2 yang mudah banget bikin mbanking sudah ribet proses gagal ganti2 hp 5x tetep saja gagal sinyal pakai wifi kalau benar jangan keluar dulu aplikasi bikin nasabah lari satu,1
1660,kali daftar brimo masuk yang arah masuk nomor rekening kode verifikasi sik sia9 bebrapa kalai coba mohon mudah bos terima,1
1661,aplikasi tidak guna susah daftar sudah daftar tetep tidak tolong mudah era digital mlh sulit barang yang sulit urus orang kelak akhirat sulit,1
1662,asli gagal melulu daftar brimo sudah kali koneksi internet sudah kenceng tolong baik daftar pas video tidak pas sudah tahap selesai daftar saja kode slah lambat banget sumpahh,1
1663,login sinyal bagus aplikasi lancar banget gilir login brimo suruh periksa koneksi internet yang masalah brimonya sedang apa fitnah koneksiii pakai wifi 30mbps ini ngebut brimo saja yang selalu,1
1664,nyaman mengunakan brimo daftar saja gagal verifikasi gagal coba kali kali pokok gausah download brimo buka mudah sulit ribet urus,1
1665,update clear chace restart telepon seluler saja force close download aman update fleksibel buruk,1
1666,sudah bikin form bikin bri mau bank nomor hp sudah daftarin email sudah 3 belum bisa kendala beda aplikasi error ehh data nya sesuai capek deh,1
1667,masuk loading sinyal bagus gilir sudah masuk ket nya server baharu tolong baik,1
1668,kecewa ulang kali rekam ikut tunjuk gagal 30 menit ulang ulang tolong baik utuk layan brimo kalau pakai rekam wajah,1
1669,ganggu login gagal terang koneksi sinyal bagus pakai wifi tetep koneksi darurat transaksi,1
1670,ko proses aktif rekening nya setor 3 chat whatsapp responnya nyambung kakak,1
1671,sebenernya sudah bagus brimo nggk buka pas pagi transaksi nggk selang aplikasi buka,1
1672,pas verifikasi video muncul koneksi internet pakai wifi rumah coba pakai data seluler,1
1673,susah daftar aplikasi nya pakai rekam wajah sudah download hapus download sama saja tidak bisa2 tolong mudah tidak pakai rekam wajah yang 8 detik nyampe gel tidak bisa2 maksih,1
1674,sudah ratus kali coba rekam video 8 detik notifikasi hasil nya rekam video,1
1675,tangan lambat kirim ticket adu aplikasi proses saja terus kirim adu wa yang robot terus kirim email beri alamat2 adu tidak harga developer bintang kalau seperti,1
1676,aplikasi kok sayang banget bri yang tapi aplikasi kecewa sungguh miris masuk loading melulu koneksi internet buka aplikasi lancar,1
1677,sih brimo sih kode verivikasi email brimo sendri tidak pesan data pada,1
1678,aplikasi bohong publik tidak tanggung nya disruh daftar online pegawai bank bri daftar terima kartu buku tabung nya saja aplikasi brimo tidak contoh transfer tarik tunai lain nya uang setor masuk 250k ambil yang potong 12k sangaattt kecewa bangett layan bank,1
1679,efisien bank bri harus brimo karena bnyak timbul hp nya rusak tari minimal 100 ribu anak kuliah terus narik pulsa nomor hp aktif bagaimana kerja 3 kalu lipat saja susah masyarakat mudah bnyak timbul sekian terimakasih harap baca yang sangkut,1
1680,aplikasi orang registrasi saja susah mnta ampun kya ngutang saja mudah proses registrasi kalau belum bikin aplikasi tidak bikin aplikasi yang bikin bingung langgan,1
1681,aplikasi maling rugi nasabah bri pesan masuk aplikasi saldo kurang rp500 hari 10 pesan masuk saldo kurang rp5000 bulan cepat habis saldo rekening kayak lapor ojk aplikasi rugi nasabah,1
1682,verifikasi wajah rekam video gagal sih sudah ulang kali tapi jaring bagus coba pakai wifi saja tidak,1
1683,coba daftar brimo berkali2 iya kak kmren coba g tahap verifikasi email belum tahap mohon bri benah aplikasi,1
1684,susah verifikasi wajah rekam video gagal coba ulang kali oernah hasil lepas jilbab lain2 verifikasi gagal,1
1685,aplikasi develop nya sudah kali masuk kode verifikasi gagal notif data lebih baik tidak jadi mobile kalau,1
1686,aplikasi sih saya tidak ngirim istri sudah 4 sistem kendala melulu tidak transfer tidak cek saldo tidak apa2 klau 1 saja tidak apa sudah 4 astaga,1
1687,niat bikin tidak sih daftar saja susah banget masuk nomor rekening salah sudah jalas2 nomer rekening sudah benar tetep gagal verivikasi wajah gagal aplikasi cacat,1
1688,aplikasi nya resah ribet banget daftar gagal sinyal bagus pas sudah verifikasi vidio error bagaimana sih ribettttt,1
1689,daftar brimo gagal rekam wajah jaring jaring bagus error transaksi susah tambah rekening kartu atm alas kosong kosong aneh banget bri tidak kaya bank kosong kartu bberapa langsung bolak bri cmn nanyain kartu kosong daftar brimo tidak cs nyaranin transaksi teller bank tertawa ribet,1
1690,app cacat x dipake lost connect internet ya tidak app lancar saja youtube lancar buka app bank bca saja kendala,1
1691,update logout transaksi kita selesai tolong solusi tidak nyaman pakai brimo repot harus ngulang transaksi,1
1692,akun terbelokir gara2 salah password banking bank berkali2 salah password tetep aman pembelokiran pas ganti password tidak bisa2 terima sms bri nya mudah sulit nasabah,1
1693,buruk banget aplikasi nya muncul code error cari developer yang bner biar eror tidak muncul transaksi muncul eror code baik aplikasi nya bank bumn ko pakai orang yang gabecus urus aplikasi cari orng yang pandai urus aplikasi,1
1694,update baru aplikasi transaksi tolong baik aplikasi,1
1695,aneh banget sudah tf uang mandiri bri norek tuju sudah karena rekening sudah 2 gada masuk uang solusi bri via whatsapp suru ngadu bank kirim bank kirim terang hasil rekening tuju gada yang salah uang tidak masuk masuk,1
1696,akun brimo yang sulit verifikasi rekam wajah ulang beberapakali custamer servis bank akun yang tarik tunai alias macettt,1
1697,yah pakai brimo sudah 2x dpet notif kalau yang coba akses akun ib web yang 2x nya sore notifnya hasil akses akses bagaimana yah bri kok aman pertma kali dpet notif kaya begitu sudah nyoba nghbungi via email responnya suruh aju keluh ib web tapi tidak bagaimana donk untung pas atm habis dikosongin sjak kali notif bgtu tidak berani isi lagi,1
1698,ikut yang cek pas akhir transaksi gagal akun saja seribet tolong baik,1
1699,dipake transaksi log out iya gagal transaksi moga cepat benah aplikasi,1
1700,memper mudah sulit nasabah sudah cetak atm saja sok soan pakai digitalisasi bank belah cetak atm tidak pakai ribet,1
1701,nasabah bri guna brimo login ketik tuju muncul sayang brimo henti kadang transaksi saya sudah laku hapus ches data sayang brimo henti,1
1702,susah registrasi buat akun ambil video gagal jaring internet setabil sayang tolong baik app nya nasabah nyaman guna app brimo nya,1
1703,kecewa banget pas beli token listrik sudah hasil saldo potong eh pas buka aktifitas lihat tokennya tidak aktifitas beli tokennya sudah butuh banget,1
1704,rusak aplikasi nya daftar saja susah banget gagal foto gagal terima pesan mentok proser rekam sudah coba 2 hp samsung j7 s7 edge saja tidak bisa heran,1
1705,kecewa tarik tunai tebus obat ganggu ulang2 kali set jam nungguin tidak paket refresh kali mas eror kecewa tolong baik genting sistem eror,1
1706,gajelas jaring ok rekening transfer sudah masuk apk jaring stabil jaring ok ok saja gajelas benar kalau ganiat bikin apk gausah saja,1
1707,kali brimo kayak begini buka aplikasi masuk password langsung blokir alas salah password password pakai salah password tidak ada masuk sms linknya kecewa,1
1708,sulit untuk daftar brimo jaring bagus foto gagal iya allah sudah coba puluh kali tidak bisa2 sih bri sulit nasabah,1
1709,brimo gahal unk transaksi tranfer gagal tarik tunai belum perna sukses aplikasi logout login kah bikinin kartu atm,1
1710,topup shopeepay gagal limit capai batasssss transaksi repoot sekaliii update ke versi harus log in,1
1711,ngulang susah bolak uninstall terus install sulit tolong baik pt bank rakyat indonesia,1
1712,bikin darah daftar apk brimo tidak kaya apk daftar tidak ribet tidak cingcong padahal sudah rekam video gagal tidak koneksi internet pdhal koneksi internet aman pulsa aman,1
1713,gagal tahap rekam video ruang redup terang gagal kamera video sudah dukung koneksi internet stabil yang,1
1714,aplikasi mudah sulit log saja susah banget alas jaring jlek pdahl wifi bagus anjim banget memang aplikasi tidak ada uang perubhn banget,1
1715,padahal kmarin msih normal2 saja tapi kenapa sekarang mlh tidak buka mohon maaf server baik begitu gmna ini tidak bisa transfer di dalam nya uang nya,1
1716,registrasi sudah coba 5x gagal iya sesuai prosedur gagal nyoba daftar lagi 6x tidak kirim kode verifikasi email mohon bantuanya butuh aplikasi atm ketel bank tidak cetak lagi suruh daftar,1
1717,erooooorrr mesti ganti password proses belit belit data sah data pusing ah hapus ku saya kaolok olok memori,1
1718,diupdate eror suka kalau transaksi menu buka menu ganggu sekal,1
1719,sekarang sllu ganti pasword pasword yang pakai akun brimo saya blokir untk buka blokir kirim link linknya eror tidak bisa buka,1
1720,susah pakai brimo update aman saja begitu sudah di update transfer lebih batas limit hari transfer ribet,1
1721,registrasi susah verifikasi video coba puluh kali jaring bagus juga terlalu gelap terang,1
1722,kesini brimo nya akses melulu alas jaring stabil padhal sudh pakai wifi data jugaa kecewaa bngett mudah jadi sulit lambat,1
1723,bikin aplikasi kalau tidak daftar saja susah banget gajelas sampai aplikasi ulang kali tetep saja tidak bisa daftar gajelas,1
1724,jumat sampek gagal ambil video waktu bicara sudah internet stadil iya tidak pakai topi jenis sudah ngehubungin wa saja registrasi mudah sulit beda dengan mbanking belah langsung bri kartu atm kosong saran brimo registrasi sulit,1
1725,bagaimana solusi sudah nggk bikin kartu atm kelas bri masa cuma kartu atm nggk stok disaranin pakai aplikasi proses ambil foto ktp saja susah bagaimana transaksi hess kecewa 2 jam kondisi daftar brimo sudah update versi baru nggk versi android atas 8 tetep nggk,1
1726,buka kirim sambung internet tetangga belah fine saja atm habis ambil disable capek bulak cs ribet,1
1727,aplikasi brimo parah muncul pemberitahuan transaksi parahhh bangett ber ulang ulang kali kesal,1
1728,daftar verifikasi wajah koneksi internet hilang padahal koneksi bagus kantor bantu bilang orang sesal pakai,1
1729,aplikasi mesin atm saja sama2 lambat banget ganggu bri memfarbaiki fasilitas nasabah banding bank,1
1730,habis update tidak login pakai wifi wifi lancar buka aplikasi browser aplikasi cacat brimo pindah bca saja,1
1731,update hancur kualitas login saja susah koneksi jaring internet sekali tidak login baik kalau urgent susah,1
1732,kecewa layan respon lambat beli pulsa saja 24 masuk saldo kurang lapor proses tunggu 20 jam selesai selesai sengat rugi,1
1733,sinyal stabil rekam video butuh daerah blanko atm baik biar aplikasi guna,1
1734,tidak daftar gagal rekam wajah iya tolong pas ulang kali sinyal bagus banget cepat baik,1
1735,pkr yang tidak verifikasi wajah 8 detik teman2 yang tidak kecewa banget dengan alas sudah kalau buka rekening atm tidak nh pakai brimo g,1
1736,ribet banget asli tahap foto ktp stuck situ tidak gerak ngefrezee gilir lolos tinggal nya gagal suruh ngulang rekam vidio sudah ulang kali tetep saja gagal motif nya gagal begitu saja muter muter sudah 3 nyoba tidak beres beres hadeuhhh,1
1737,bagaimana yahh aplikasi habis baru buka malah bagus log out jaring fine saja tapi mau transaksi sllu log tlg donk bukanta bantu tapi nyusahin,1
1738,aplikasi error gilir pencet fitur login otomatis setor tunai aplikasi tarik tunai login bikin kesalllll respown boot kayak,1
1739,parah aplikasi daftar sudah ulang kali g bisa2 coba rekam video berkali2 gagal terus cobain menu pulsa gagal biar bintang yang bicara hahahha,1
1740,vidio verifikasi wajah gagal sudah coba sampai 20x hasil rekam gelap terang suara gagal,1
1741,tidak registrasi onlen iya gausah sok an registrasi online langsung saja diarahin kantor kelar bilang registrasi online gagal ujung nya kantor sudah tetep saja tidak kelar persero kalau apk memang tidak benar yak asa am to the pass,1
1742,kemarin akun brimo susah payah dengan alas email sah pada buka rekening online setor email masuk bri akun email tidak sah ngabisin saja ulang kali akun bolak bank bri juga mohon responnya,1
1743,aplikasi masalah terang jaring internet masalah tidak dengan jaring internet curiga tidak nyaman kwatir saldo hilang sprt issue yang edar,1
1744,ganggu ganggu melulu brimo logout transaksi pusing pakai mandiri pusing hubung via wa suruh kantor tidak kontak wa kalau kaya begitu saja kantor bri paraaaaaah,1
1745,parah tidak masuk transaksi g jaring pakai wifi jaring kenceng,1
1746,aplikasi dagel update gagal step 3 video update step 2 masuk nomer rekening gagal saja mantap,1
1747,nya tidak foto engel nya sudah pas tidak kena cahaya lampu tidak tutup tapi tetep ajh tidak daftar dari belum,1
1748,susah akun nya niat kali coba gagal bank bri kartu atm bikin m banking susah niat tidak ini bank kayak jaman kali setor tunai bank efisien tahun maju mundur malu bank yang,1
1749,susah daftar bri mobile video tidak terima data yang salah sesuai instruksi apk daftar registrasi data mentok video kalau tidak internet tidak stabil lelah deh ii i parah,1
1750,login koneksi internet pakai login koneksi internet tolong cepat baik sulit,1
1751,bug koneksi internet bagus bilang koneksi internet internet aman2 saja bank lancar2 saja mudah bikin kesel,1
1752,tolong transaksi dana gagal sistem error ganggu transfer dana bintang saya balikin 5,1
1753,payah instal aplikasi kacau ngetik transaksi tiba2 log out kerja an berulang2 tidak selesai2,1
1754,rumit daftar nya aplikasi eror lebih baik tidak aplikasi teller bank nya bingung bisa daftar brimo,1
1755,kasih 1 bintang buka rekening brimo ribed efektif tf nomer briva yang tuju suruh tunggu 1x24 jam tunggu masuk 1x24 jam coba bank langsung suruh buka rekening kecewa,1
1756,veryfikasi wajah gagal gagal koneksi stabil gagal kartu atm habis stok daftar brimo ribet banget tidak bisa2 uang beranta,1
1757,susah nasabah verifikasi saja susah ampun gilir komplain cs tidak tolong tidak aplikasi ginian atas bug saja tidak,1
1758,maaf kasih bintang biar baca daftar brimo rekam video jaring yang buruk jaring normal coba pakai wifi tolong bantu,1
1759,update daftar online upload video upload rekening masalah aplikasi guna kecewa,1
1760,registrasi online semua komennya sulit registrasi online kalau launching aplikasi,1
1761,aplikasi andal mesti paham mudah transaksi bikin emosi baru kembang lambat,1
1762,sudah bagus sih notifikasi transfer masuk gmail pesan aktivasi banget bukti trnsferan nya coba baik min,1
1763,pas sudah rekam wajah koneksi internet koneksi sudah bagus cari alas kenapa kalau memang tidak bintang brimo,1
1764,belum aplikasi mobile bangking jangan dulu wajib dengan brimo guna atm bri dapat transaksi dengan kartu dari bank tdak tidak jadi bentuk transksi harus dari brimo tapi kecewa ngebug dari aplikasi melulu pdahal lagi buru2 sampai 10x baru bisa jadi sulit transaksi jaring stabil mohon baki yaaaa,1
1765,tidak rekam vidio memdaftar brimo jaring wifi stabil audio oke kamera oke ikut tunjuk,1
1766,sih login butuh benget tranfer kacau bri ini update tidak begini pindah bank,1
1767,jujur aplikasi bank brimo yang ribet gagal urung niat daftar 2022 ingin daftar karena ingin transaksi mudah tetep ribet pas rekam wajah alhasil nyerah putus bri,1
1768,aplikasi mobile banking tolol pas sudah masuk menu transfer logout aplikasi butuh koneksi internet nasa lancar kayak,1
1769,bagaimana ini brimo akun saja sulit kode otp kirim bri masuk sesuai terus email tidak seauai brimo kirim otp email yang saya daftar tolong iya kembang apk fast respon tidak reapon aksi nyata mudah daftar apk iya sulit apk jenis tetangga tidak parah,1
1770,daftar brimo susah responnya habis kam verifikasi wajah terus endingnya koneksi internet padahal jaring full sudah ganti2 dari wifi indihome tidak terus ganti wifi mnc play tidak terus ganti pakai data telkomsel juga tidak aplikasi busuk nya banget,1
1771,aplikasi apa rekam 4 tidak hasil gagal internet pakai indihome tidak aplikasi ribet daftar nya coba simpel daftar nya pusing saja,1
1772,aplikasi error sulit masuk masuk ngak loading data loading data ngak transfer tolong baik,1
1773,edit edit lagi unistall instal saja tidak verifikasi ngak uji kayak luncur susah verifakasi video kamera bagus tempat kali kali gagal su juga lancar email callbri sara unistal 3x gagal coba serah uninstal permanen dn pakai app bank,1
1774,saya g login apk tidak samasekli ampe unistal dan instal lagi tetap tidak masuk username dan pasword salah terus sudah benar kacau nh,1
1775,kalau tetep tidak lebih baik tiada saja verifikasi rekam coba kali saja tidak jaring internet developer tolong mudah urus verifikasi sudah nyantumin nama lengkap nik situ tuju sarat tentu developer,1
1776,daftar rekam wajah susah 30x rekam aplikasi sulit tepat,1
1777,aplikasi rekomendasi susah akun gkk verifikasi wajah ulang kali sampai lelah bicara hp gkk verifikasi,1
1778,aneh habis update menu utama aplikasi muncul tulis koneksi putus terus pakai wifi indihome 20mbps masak bisa error begitu buka game youtube peduli lindung jknmobile msih lancar,1
1779,kecewa aman data apk brimo 2 minggu pakai aplikasi brimo niat hati pantau uang uang masuk hilang uang 23juta 200ribu susah payah kumpul uang siang malam tidur makan uang hilang hitung menit dada kelas bri aman rawan data jebol,1
1780,kecewa bikin kartu simpan desa tel atm satpam kartu atm simpan desa arah brimo suruh daftar gagal bimbing daftar hasil suruh daftar tolong layan baik kelas bumn konsumen keluh daftar brimo baik kecewa,1
1781,aplikasi nya bagaimana ini ambil video tidak bisa mental mental tidak bisa diupload suruh ulang mental mental hadehhh,1
1782,saya kemarin daftar brimo susah nya bagus rekam wajah selfie camera tidak klik hp nya dukung,1
1783,tidak bisa daftar jaring internet sinyal tempat bagus aplikasi kalau layak pakai diluncurin boss bank bri aplikasi bapuk begini parah,1
1784,tidak login koneksi bagus terang nya periksa koneksi uninstal ulang saja tolong aplikasi baik saja bug apk,1
1785,parah sudah 3 verifikasi wajah gagal aplikasi jelek susah daftar mudah susah kalau belum jangan publish rencana pakai brimo biar mudah susah cabang ampun antri layan jelek,1
1786,bri tidak cs nya tolong orang komplain jawab terima otak tidak bikin ribet customernya tidak beri solusi customernya bikin ribet,1
1787,sistem pakai wajib heran 2 minggu daftar tdak bisa2 rekam wajah gagal tapi id muncul email kecewa,1
1788,update bgus buruk suka logout sendiri yang pling ngeselin kalau smntara transaksi kluar masuk gajelas appnya mohon baik,1
1789,kali ganti username tetep tidak masuk alas password nya blokir dibenahin tidak ribet mundar mandir atm cuma lihat saldo,1
1790,updet app nya melulu kali dipake perbaikin iya biar mudah bikin adu jafi susah lambat melulu app nya,1
1791,ribet banget daftar akun brimo nya daftar gagal bantu cs daftar aplikasi susah masuk cs,1
